Block level,Datetime,Operation,Received,From address,Sent,Fee,To address,Explorer link
1572028,2021-07-25 04:18:14,transaction,"3,089211",KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,,,,https://tzkt.io/op2uqb9J1ipBXc54TbYTvodrLUqedmjyhubU4vNx2jbiEGJaXzo/10518617/12
1572030,2021-07-25 04:20:14,transaction,,,0,"-0,00675",KT1KPoyzkj82Sbnafm6pfesZKEhyCpXwQfMc,https://tzkt.io/opJqi6XUfxXvReTRg36MaDyWaB1ZrgVFyq6Qfe19bRT96TFUHaS/10518618
1572030,2021-07-25 04:20:14,transaction,,,"-3,08092","-0,036",KT1BweorZK1CJDEu76SyKcxfzeiAxip73Kot,https://tzkt.io/opJqi6XUfxXvReTRg36MaDyWaB1ZrgVFyq6Qfe19bRT96TFUHaS/10518619
1572030,2021-07-25 04:20:14,transaction,,,0,"-0,013287",KT1KPoyzkj82Sbnafm6pfesZKEhyCpXwQfMc,https://tzkt.io/opJqi6XUfxXvReTRg36MaDyWaB1ZrgVFyq6Qfe19bRT96TFUHaS/10518620
1572560,2021-07-25 13:14:54,transaction,,,0,"-0,023043",KT1WfbRVLuJUEizo6FSTFq5tsi3rsUHLY7vg,https://tzkt.io/ooUuC1HLybduaMdQADKzPhnXGTuVkMbhTSAmsGEX2QR4XAgL6sU/10518621
1572665,2021-07-25 15:00:34,transaction,,,0,"-0,02574",KT1DMCGGiHT2dgjjXHG7qh1C1maFchrLNphx,https://tzkt.io/ook1Cq6KXPDPaH9iFL9Kjtio9GyciDsibqGJN8npX2X9t442rgi/10518622
1572750,2021-07-25 16:25:34,transaction,,,0,"-0,030122",KT1DMCGGiHT2dgjjXHG7qh1C1maFchrLNphx,https://tzkt.io/onkxYcsBBJitJNGXDgPR82Qcwdi5J15bES8qHYqM3Yi6zN1Pkyg/10518624
1572752,2021-07-25 16:27:34,transaction,,,0,"-0,035013",KT1WfbRVLuJUEizo6FSTFq5tsi3rsUHLY7vg,https://tzkt.io/ooGpDthX67ewf6xWt7V8hd1KTYTTN9HNqhUpALwJnyDXyTwAfKg/10518626
1572758,2021-07-25 16:34:14,transaction,,,0,"-0,008821",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,https://tzkt.io/ony2JywLHwuVftUdPLF45WaYPovHxo2P9mnYUsHnnJyoEGpoHeg/10518627
1572758,2021-07-25 16:34:14,transaction,"24,997746",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,,,,https://tzkt.io/ony2JywLHwuVftUdPLF45WaYPovHxo2P9mnYUsHnnJyoEGpoHeg/10518627/34
1572761,2021-07-25 16:37:14,transaction,,,0,"-0,009433",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,https://tzkt.io/ooS6tUJo2t9xitE3QHkhweXvTQfVj8mNeHg57wpJy2ijCBDmdyJ/10518629
1572761,2021-07-25 16:37:14,transaction,"48,841018",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,,,,https://tzkt.io/ooS6tUJo2t9xitE3QHkhweXvTQfVj8mNeHg57wpJy2ijCBDmdyJ/10518629/9
1573043,2021-07-25 21:22:02,transaction,,,-37,"-0,008127",KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,https://tzkt.io/ooV1c71nwhoisrTpryMGWp63pPXimHwZwA6vc4mHaVUuMCRqyxQ/10518630
1573047,2021-07-25 21:26:02,transaction,,,0,"-0,01825",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/oob2bwVxKqb8Er6iYN4ujWoA7EMPoKjpirAvAZ423vc9K3NKP3h/10518632
1573048,2021-07-25 21:27:02,transaction,,,0,"-0,009061",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/ooHkxTYiGeL3dA1e2v7fS1eVav5bpWV4oRbmdVHREohEoJ7q4X2/10518633
1573051,2021-07-25 21:30:02,transaction,,,0,"-0,00908",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/opAgP2XKNLxRZqjf1jXJjw2yvSLHvxnZ7xWMXacPk5pJyihz5Yr/10518634
1573053,2021-07-25 21:32:02,transaction,,,0,"-0,009039",KT1MBqc3GHpApBXaBZyvY63LF6eoFyTWtySn,https://tzkt.io/onzmxXM6d7S1c3CMX9w231UYfdi9r5xdcswJL3ShUuUztDUnHux/10518635
1573056,2021-07-25 21:35:02,transaction,,,0,"-0,00904",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/opDrf6SG9tDU8cbxe7aQ2evvr5eX7343D6cCbEbmhRdkgenFNyD/10518636
1573059,2021-07-25 21:38:02,transaction,,,,"-0,011942",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/opLf9n77UssR4yzEFagBaq5JT7k9R7CgbxAbmHrVf19SL9on6XA/10518638
1573063,2021-07-25 21:42:02,transaction,,,0,"-0,017442",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/ooGJSu1yS5PWNWUdLvx1tR7XAokkPqFmv57sZWMmjkFU4zhEMPa/10518640
1573067,2021-07-25 21:46:02,transaction,,,0,"-0,00075",KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,https://tzkt.io/opBrUcraNY4fxvwAeYMuwPmiMaooRvgVgSBdaA5Cg8cogua9TKy/10518642
1573067,2021-07-25 21:46:02,transaction,"3,421626",KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,,,,https://tzkt.io/opBrUcraNY4fxvwAeYMuwPmiMaooRvgVgSBdaA5Cg8cogua9TKy/10518643/11
1573067,2021-07-25 21:46:02,transaction,,,"-3,421626","-0,022808",KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,https://tzkt.io/opBrUcraNY4fxvwAeYMuwPmiMaooRvgVgSBdaA5Cg8cogua9TKy/10518644
1573069,2021-07-25 21:48:02,transaction,,,,"-0,011962",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/oobinS6hkkt4XZ7gt2AC9tzYFXUCVLVcBZC3Hr44wa6kMQFjFbM/10518646
1573071,2021-07-25 21:50:02,transaction,,,0,"-0,017212",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/onktzSQ7o7DCTvRg4X4FrFd4oyPbT1nMcjktrXQrqB5NvSBMrPh/10518648
1573128,2021-07-25 22:48:22,transaction,,,0,"-0,014393",KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,https://tzkt.io/ooWeu6ynwA48C6KGab1GhcdeenTtn9s4ASAfNMFUfzwEtkYAysW/10518651
1573128,2021-07-25 22:48:22,transaction,"6,972742",KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,,,,https://tzkt.io/ooWeu6ynwA48C6KGab1GhcdeenTtn9s4ASAfNMFUfzwEtkYAysW/10518651/12
1573516,2021-07-26 05:17:42,transaction,"2,149027",KT1X6MJFtzypK6yuMXzg4KQ9FJAccH8PazKz,,,,https://tzkt.io/onhdLKKwdioSqqDd1NFh5hPJwxtbPoA2e76njwuPnTQ281FLyL4/10518653/0
1573516,2021-07-26 05:17:42,transaction,,,0,"-0,010438",KT1GMM54j7d8chfEitzUNJ2rrsA9Rs1zGBmK,https://tzkt.io/onhdLKKwdioSqqDd1NFh5hPJwxtbPoA2e76njwuPnTQ281FLyL4/10518654
1574198,2021-07-26 16:43:42,transaction,,,0,"-0,013354",KT1RB179ddATKbCi7E8ben91bo2hqRRPrNQf,https://tzkt.io/oo7CCu3LfCi3EfdsLiRCNCNPAmSUydaN98GN3iqNHoGyvg4GKVB/10518655
1574198,2021-07-26 16:43:42,transaction,,,,"-0,04175",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo7CCu3LfCi3EfdsLiRCNCNPAmSUydaN98GN3iqNHoGyvg4GKVB/10518655/58
1574896,2021-07-27 04:29:42,transaction,,,0,"-0,013354",KT1RB179ddATKbCi7E8ben91bo2hqRRPrNQf,https://tzkt.io/opW42BUWtD6iVFgqqdWKpXTdqMYweeAHcWvQC5pXGaVzSgLdsz3/10518656
1574896,2021-07-27 04:29:42,transaction,,,,"-0,04175",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/opW42BUWtD6iVFgqqdWKpXTdqMYweeAHcWvQC5pXGaVzSgLdsz3/10518656/26
1574899,2021-07-27 04:32:42,transaction,,,0,"-0,013353",KT18oxtA5uyhyYXyAVhTa7agJmxHCTjHpiF7,https://tzkt.io/opGvUR5HrxqJn4E6rS56QaDvnnTXRLoGpCGBwRL491uyWiJ2GJz/10518657
1574899,2021-07-27 04:32:42,transaction,,,,"-0,0415",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/opGvUR5HrxqJn4E6rS56QaDvnnTXRLoGpCGBwRL491uyWiJ2GJz/10518657/8
1574906,2021-07-27 04:39:42,transaction,,,0,"-0,011675",KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,https://tzkt.io/opNUjdk6MdmbM5ghf8rtFbjHdsRbhq9RrobPrG9ThWNviV9cxro/10518659
1574906,2021-07-27 04:39:42,transaction,"6,121555",KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,,,,https://tzkt.io/opNUjdk6MdmbM5ghf8rtFbjHdsRbhq9RrobPrG9ThWNviV9cxro/10518659/4
1575416,2021-07-27 13:11:42,transaction,,,0,"-0,00908",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/oo2JvSzjh2XiUChLfthsG325ej37EEqcYkakJr2qGHYVpPMtAw6/10518660
1575418,2021-07-27 13:13:42,transaction,,,0,"-0,00906",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/ooEy8Ek4RHrCahBKdtWDVsa2f8JWFhug9QQ9LBAqHevjoEUrSNM/10518661
1575421,2021-07-27 13:16:42,transaction,,,0,"-0,009084",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/ooS7wv7JE94yzMwYgxubvfm56GcV3eAnXA5NnJ9d7EWxyfNeqCa/10518662
1575423,2021-07-27 13:18:42,transaction,,,0,"-0,009039",KT1MBqc3GHpApBXaBZyvY63LF6eoFyTWtySn,https://tzkt.io/ooFzTHSe13KhsXdytPFGt3VfMGzRd7H6JK2hzUcVrts3uX8NQhJ/10518663
1575425,2021-07-27 13:20:42,transaction,,,"-1,413262","-0,01509",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,https://tzkt.io/opEehu2Xe4dyy1wTigoYWX5uZgeoPNyLRhmZs7NiggLcPVLeMah/10518666
1575429,2021-07-27 13:24:42,transaction,,,0,"-0,021237",KT1HDXjPtjv7Y7XtJxrNc5rNjnegTi2ZzNfv,https://tzkt.io/oo35v1hLgGZDMoX5FMLToXpeM2kk5QpDHVXKUZXT5WrmaUQTe8d/10518668
1575429,2021-07-27 13:24:42,transaction,,,,"-0,0415",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo35v1hLgGZDMoX5FMLToXpeM2kk5QpDHVXKUZXT5WrmaUQTe8d/10518668/27
1576204,2021-07-28 02:23:02,transaction,,,0,"-0,00908",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/onpnfz1guCADArAsT3Ec8UqDgeU5YBMkAuLLxm9J83tyyTPSSCp/10518669
1576206,2021-07-28 02:25:02,transaction,,,0,"-0,00906",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/oouY1vuyKeUDAaCPnFXt2HA3d5ksLEK7Wkp5GgFP7SiCidpChMp/10518670
1576208,2021-07-28 02:27:02,transaction,,,0,"-0,009084",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/oozys5cNtvGpA2mhZzU6H1AjTsy3BiHYMZ2XETB6T896rqtSFYx/10518671
1576213,2021-07-28 02:32:02,transaction,,,"-0,407986","-0,01509",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,https://tzkt.io/op7gX84FTckA6Ry1o5G6ZmKvQDQPYcE7qYjR9f5SEk9D4hQwain/10518674
1576218,2021-07-28 02:37:02,transaction,,,0,"-0,014973",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/ooxYQgmYre1MBWvKgbzQuz4cS2nKUzsBjPhTcW9nVqbyYphYYmz/10518676
1577411,2021-07-28 22:45:30,transaction,,,"-16,669046","-0,008192",KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/oo1svfEaB8NhtJu99wG9uTzDb135Sks5hj52vNYHphS622qRRsZ/10518677
1577414,2021-07-28 22:48:30,transaction,,,0,"-0,044625",KT1TjUtM9hGrDmoVHRYESii1gcTbKY8Ph9Ki,https://tzkt.io/oospahRL4DWTZ3ALhXixhXQs8eTkEoKEtFanVEGyznoUkYp5KQf/10518678
1577416,2021-07-28 22:50:30,transaction,,,0,"-0,046959",KT1TjUtM9hGrDmoVHRYESii1gcTbKY8Ph9Ki,https://tzkt.io/onj98m1Pe4TP8hQZ98iWx1H8dsKE9CY3XQP7N3dfGQSx5i2HgoC/10518679
1577416,2021-07-28 22:50:30,transaction,"4,5",KT1Ty2uAmF5JxWyeGrVpk17MEyzVB8cXs8aJ,,,,https://tzkt.io/onj98m1Pe4TP8hQZ98iWx1H8dsKE9CY3XQP7N3dfGQSx5i2HgoC/10518679/29
1577419,2021-07-28 22:53:30,transaction,,,0,"-0,00225",KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,https://tzkt.io/ooyEi1yad4Zm3jW1tZEDgnPog9gd37JEyJL8yeyGuUptMd95V94/10518680
1577419,2021-07-28 22:53:30,transaction,,,0,"-0,030313",KT1AxaBxkFLCUi3f8rdDAAxBKHfzY8LfKDRA,https://tzkt.io/ooyEi1yad4Zm3jW1tZEDgnPog9gd37JEyJL8yeyGuUptMd95V94/10518681
1577427,2021-07-28 23:01:30,transaction,,,0,"-0,021237",KT1HDXjPtjv7Y7XtJxrNc5rNjnegTi2ZzNfv,https://tzkt.io/oo3myLSrGHVjAWcoAV2vf1a3PLzs5brRpAoYKsnv47pWr57tKbq/10518683
1577427,2021-07-28 23:01:30,transaction,,,,"-0,0415",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/oo3myLSrGHVjAWcoAV2vf1a3PLzs5brRpAoYKsnv47pWr57tKbq/10518683/32
1577428,2021-07-28 23:02:30,transaction,,,"-4,6518","-0,012864",KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/oocSVgC6ZwB3PdY4svGyvUAsnduw5VisGDYP9Wppf1PETkmgHSf/10518685
1577430,2021-07-28 23:04:30,transaction,,,0,"-0,023768",KT1RB179ddATKbCi7E8ben91bo2hqRRPrNQf,https://tzkt.io/ooKYC4tMNVN6gtubQj2VWdhtE7GKNEcXkAF7Fca5jB68aSF6swA/10518687
1577430,2021-07-28 23:04:30,transaction,,,,"-0,04175",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/ooKYC4tMNVN6gtubQj2VWdhtE7GKNEcXkAF7Fca5jB68aSF6swA/10518687/45
1577433,2021-07-28 23:07:30,transaction,,,0,"-0,025142",KT18oxtA5uyhyYXyAVhTa7agJmxHCTjHpiF7,https://tzkt.io/opBm7CdRY28z1PxnHMm1cF1adpQg8TdC5HjPgQLbKWq4MExAHF2/10518689
1577433,2021-07-28 23:07:30,transaction,,,,"-0,0415",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/opBm7CdRY28z1PxnHMm1cF1adpQg8TdC5HjPgQLbKWq4MExAHF2/10518689/51
1577440,2021-07-28 23:14:30,transaction,,,0,"-0,009102",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/onq5kMFJWfSB7RX1fm8g9PkAfwx1iYhjzropWGTm98441jLyfDH/10518690
1577496,2021-07-29 00:10:30,transaction,,,0,"-0,00906",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/ooSaDcF9FPSwzhX7oj5zjgmZvdfb8KmTbnCiZfwQwpBnPc9bAUN/10518691
1577504,2021-07-29 00:18:30,transaction,,,0,"-0,009084",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/opFR3nRttn2mNCeg2etxTyNqBCGQmdHpS2S4j2hNKhmyqT4ZC2E/10518692
1577505,2021-07-29 00:19:30,transaction,,,0,"-0,009039",KT1MBqc3GHpApBXaBZyvY63LF6eoFyTWtySn,https://tzkt.io/ooRHtATFwAzLaYSwbBT1PR2cXNjHe9XvPcrpqT1rjGc9Du8iSXw/10518693
1577508,2021-07-29 00:22:30,transaction,,,"-0,735722","-0,01509",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,https://tzkt.io/ooG1QU2cCXkgBabeiqh1JBxsH93rf2cjPaqVV2uCfXLpRa98Mt6/10518696
1577523,2021-07-29 00:37:30,transaction,,,0,"-0,020745",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/ooiEDy59ysCvn6bUp95UHSepbJeAFxt3AHrmwP4PiVv5hL4X5Sa/10518698
1577690,2021-07-29 03:26:30,transaction,,,-4,"-0,007886",KT1Q93ftAUzvfMGPwC78nX8eouL1VzmHPd4d,https://tzkt.io/ooquLBvEssSCw1zLuxvn6ZAXGZ2Ntq9Ge9AK1mRLz9urShyZLXH/10518699
1578451,2021-07-29 16:11:30,transaction,,,0,"-0,010596",KT1MmG7toTXjKC4sGqLq8af4BtRX9D6H3dyC,https://tzkt.io/opYVAYdxFA7F1DXZXcWx2id1jpVDxuYwGMdg2hBe9ACWuiiQFAC/10518700
1578483,2021-07-29 16:43:30,transaction,,,-10,"-0,007417",KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34,https://tzkt.io/oneNzsYkvFzVpe6vE21GdVpR3JXSkqQMGMyQE5EG3ijqKYQrWTr/10518701
1578494,2021-07-29 16:54:30,transaction,"5,033802",KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34,,,,https://tzkt.io/opPWn3vqJzNLuZd83FzPAazBzyjLEyzfuyeTmRR3FYEPpXwZsQM/10518703/3
1578494,2021-07-29 16:54:30,transaction,,,"-5,033802",0,KT1Evsp2yA19Whm24khvFPcwimK6UaAJu8Zo,https://tzkt.io/opPWn3vqJzNLuZd83FzPAazBzyjLEyzfuyeTmRR3FYEPpXwZsQM/10518704
1578494,2021-07-29 16:54:30,transaction,,,,"-0,00075",KT19at7rQUvyjxnZ2fBv7D9zc8rkyG7gAoU8,https://tzkt.io/opPWn3vqJzNLuZd83FzPAazBzyjLEyzfuyeTmRR3FYEPpXwZsQM/10518704/5
1578494,2021-07-29 16:54:30,transaction,,,0,"-0,020795",KT1A5P4ejnLix13jtadsfV9GCnXLMNnab8UT,https://tzkt.io/opPWn3vqJzNLuZd83FzPAazBzyjLEyzfuyeTmRR3FYEPpXwZsQM/10518705
1578840,2021-07-29 22:44:38,transaction,"4,908784",KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34,,,,https://tzkt.io/ootRYPuR4gNJiRJz9iv1yMtfH1pThY4CAdupwVvPnW5XfsqweTn/10518707/0
1578840,2021-07-29 22:44:38,transaction,,,0,"-0,012572",KT1A5P4ejnLix13jtadsfV9GCnXLMNnab8UT,https://tzkt.io/ootRYPuR4gNJiRJz9iv1yMtfH1pThY4CAdupwVvPnW5XfsqweTn/10518708
1578844,2021-07-29 22:48:38,transaction,,,0,"-0,009124",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/opEz1Bx21fohC5XZwufuc8bjMPKcyjY3xViihqib5DjkzgxrLtw/10518709
1578866,2021-07-29 23:10:38,transaction,,,0,"-0,00906",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/onm4inyzaM1pGuBpy3cyLTA4QT1dATVuwF9dUxySBC45yG8DnFN/10518710
1578867,2021-07-29 23:11:38,transaction,,,0,"-0,009084",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/ooSxCtuiuvd5o96W6e4XW4pQyNG7Bnpm6m6TKY2Qu9KZdbE5tAR/10518711
1578870,2021-07-29 23:14:38,transaction,,,"-0,657029","-0,01509",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,https://tzkt.io/onr6Axb884BZkAbWyRFHWj3xaShNGTEdnndBxvEP5JjEhW7M4F5/10518714
1578877,2021-07-29 23:21:38,transaction,,,0,"-0,015017",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/opFfiphB9prLVgi1dUpLx9XhSdqLWc7xU46mWkQNBPrjqyvCh4h/10518716
1579794,2021-07-30 14:53:18,transaction,,,0,"-0,002509",KT1FR9ij18K3dDExgFMBs7ppxfdGYzHiPo7c,https://tzkt.io/op52MLknZh1WNW6ratanvFgQuRAJofY2CMN9YT9FzxDjepafykQ/10518717
1580245,2021-07-30 23:04:58,transaction,,,0,"-0,009146",KT1JQAZqShNMakSNXc2cgTzdAWZFemGcU6n1,https://tzkt.io/ooWpy1UmnmpDDRxc3gHkLr3BnpSkXvew2A5aiNEm4pJFbw5xqzZ/10518718
1580276,2021-07-30 23:38:38,transaction,,,0,"-0,00906",KT1Ga15wxGR5oWK1vBG2GXbjYM6WqPgpfRSP,https://tzkt.io/onrChPPAeDyjhYaWjqSGRoEZLLZwdaDz7Pa1E54xBPoTMZHNfjX/10518719
1580294,2021-07-30 23:57:18,transaction,,,0,"-0,009084",KT1QqjR4Fj9YegB37PQEqXUPHmFbhz6VJtwE,https://tzkt.io/onnsTjy54k82bVYtdJ4N1Pej3HzAZt6jeBumg3j1xX8yX57FX3Q/10518720
1580296,2021-07-31 00:00:38,transaction,"0,670023",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,,,,https://tzkt.io/ongyd33D9kRMkYM7saYVwNxf9TFfyqvPH3yaxfnV6ffRjLfZcqC/10518723/14
1580296,2021-07-31 00:00:38,transaction,,,"-0,670023","-0,021911",KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/ongyd33D9kRMkYM7saYVwNxf9TFfyqvPH3yaxfnV6ffRjLfZcqC/10518724
1580299,2021-07-31 00:03:38,transaction,,,0,"-0,014211",KT1MmG7toTXjKC4sGqLq8af4BtRX9D6H3dyC,https://tzkt.io/opDUit34NBSri5qkMYLFUbDBtAmKdK7ZSEC224AWtGAk42CoCir/10518725
1580301,2021-07-31 00:05:38,transaction,,,0,"-0,009825",KT1MmG7toTXjKC4sGqLq8af4BtRX9D6H3dyC,https://tzkt.io/ooq4rsDc67ieLX2cu3ZWJN6ouAWTYJDx1eM5CD9imJDYi6HJLxr/10518726
1580301,2021-07-31 00:05:38,transaction,,,,"-0,00025",KT1Wa8yqRBpFCusJWgcQyjhRz7hUQAmFxW7j,https://tzkt.io/ooq4rsDc67ieLX2cu3ZWJN6ouAWTYJDx1eM5CD9imJDYi6HJLxr/10518726/40
1580303,2021-07-31 00:07:38,transaction,,,0,"-0,00675",KT1Wa8yqRBpFCusJWgcQyjhRz7hUQAmFxW7j,https://tzkt.io/ooLh5xdmYL4Td2CX6poQEwGsQ7QHf1sW945Roup7FnppEq3FVc9/10518727
1580303,2021-07-31 00:07:38,transaction,"15,984637",KT1Q93ftAUzvfMGPwC78nX8eouL1VzmHPd4d,,,,https://tzkt.io/ooLh5xdmYL4Td2CX6poQEwGsQ7QHf1sW945Roup7FnppEq3FVc9/10518728/8
1580303,2021-07-31 00:07:38,transaction,,,"-15,984637",0,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/ooLh5xdmYL4Td2CX6poQEwGsQ7QHf1sW945Roup7FnppEq3FVc9/10518729
1580303,2021-07-31 00:07:38,transaction,,,0,"-0,022049",KT1Wa8yqRBpFCusJWgcQyjhRz7hUQAmFxW7j,https://tzkt.io/ooLh5xdmYL4Td2CX6poQEwGsQ7QHf1sW945Roup7FnppEq3FVc9/10518730
1580335,2021-07-31 00:41:38,transaction,,,0,"-0,011793",KT1EQuiLWhvXunkaGRUYR8EwiyZReApmzVzt,https://tzkt.io/ontNY5WR9WmMXvk9j5ZJX9XytAckqSi8BumB5zWHC43vvL9AW1r/10518731
1580337,2021-07-31 00:44:18,transaction,,,0,"-0,014187",KT1EQuiLWhvXunkaGRUYR8EwiyZReApmzVzt,https://tzkt.io/opXNHFcKsybcSnZLwJrbPL9mxfxy3AyA6w5hc8e9g7ABTqJ23gU/10518732
1580339,2021-07-31 00:46:18,transaction,,,0,"-0,009691",KT1Q93ftAUzvfMGPwC78nX8eouL1VzmHPd4d,https://tzkt.io/ooTfYizxDNx9ri8aRq1JQFy9TCDq5CLsTnGKc7GRECszSwVrPqz/10518733
1580339,2021-07-31 00:46:18,transaction,"2,40407",KT1Q93ftAUzvfMGPwC78nX8eouL1VzmHPd4d,,,,https://tzkt.io/ooTfYizxDNx9ri8aRq1JQFy9TCDq5CLsTnGKc7GRECszSwVrPqz/10518733/23
1580341,2021-07-31 00:48:18,transaction,,,0,"-0,00025",KT1Wa8yqRBpFCusJWgcQyjhRz7hUQAmFxW7j,https://tzkt.io/ooFdb8yan2Ramk8YmMf7EXoDvnZ3NTymqLCL6pjsQSKWbbzEAyA/10518734
1580341,2021-07-31 00:48:18,transaction,"2,579411",KT1Q93ftAUzvfMGPwC78nX8eouL1VzmHPd4d,,,,https://tzkt.io/ooFdb8yan2Ramk8YmMf7EXoDvnZ3NTymqLCL6pjsQSKWbbzEAyA/10518735/8
1580341,2021-07-31 00:48:18,transaction,,,"-2,579411",0,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/ooFdb8yan2Ramk8YmMf7EXoDvnZ3NTymqLCL6pjsQSKWbbzEAyA/10518736
1580341,2021-07-31 00:48:18,transaction,,,0,"-0,022046",KT1Wa8yqRBpFCusJWgcQyjhRz7hUQAmFxW7j,https://tzkt.io/ooFdb8yan2Ramk8YmMf7EXoDvnZ3NTymqLCL6pjsQSKWbbzEAyA/10518737
1580342,2021-07-31 00:49:18,transaction,,,0,"-0,030314",KT1AxaBxkFLCUi3f8rdDAAxBKHfzY8LfKDRA,https://tzkt.io/op8cSUzgL6z37iRwXB5vBgs1ZqxkF6sci8vSWiWMi3QghM2dsLX/10518739
1580344,2021-07-31 00:51:18,transaction,,,"-11,620345","-0,015772",KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/opEtQjtnWPkwXngr9f6BXwT2iaRwPJDCciDoMQvfwxdJP1KMNXd/10518742
1580347,2021-07-31 00:54:18,transaction,,,0,"-0,023768",KT1RB179ddATKbCi7E8ben91bo2hqRRPrNQf,https://tzkt.io/ooJgQZsMNLw6efwurwBXSNN7EybfCBUSyAcdpBadNMZ87swV3MA/10518744
1580347,2021-07-31 00:54:18,transaction,,,,"-0,04175",KT1JkoE42rrMBP9b2oDhbx6EUr26GcySZMUH,https://tzkt.io/ooJgQZsMNLw6efwurwBXSNN7EybfCBUSyAcdpBadNMZ87swV3MA/10518744/14
