Block level,Datetime,Operation,Received,From address,Sent,Fee,To address,Explorer link
1901743,2021-11-28 13:35:08,transaction,"9,418169",KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,,,,https://tzkt.io/ooCM4PAykGTHXhNBtHuGwSGrGN1reQPY8411wHaWEWegHv9JXaY/10521762/12
1901746,2021-11-28 13:36:38,transaction,"9,549462",KT1PQ8TMzGMfViRq4tCMFKD2QF5zwJnY67Xn,,,,https://tzkt.io/oozMsRKWTdte9CKD2iH9Ca3rsei634GZHxg4WWjN4mihdqDg6RL/10521764/5
1901746,2021-11-28 13:36:38,transaction,,,0,"-0,002918",KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,https://tzkt.io/oozMsRKWTdte9CKD2iH9Ca3rsei634GZHxg4WWjN4mihdqDg6RL/10521765
1901755,2021-11-28 13:41:08,transaction,,,0,"-0,003094",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,https://tzkt.io/opHytdsQFSszdavBrRgTLov2AswJYgSMRcoUFjBUMZD3CPzyvxk/10521767
1901755,2021-11-28 13:41:08,transaction,"28,286211",KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,,,,https://tzkt.io/opHytdsQFSszdavBrRgTLov2AswJYgSMRcoUFjBUMZD3CPzyvxk/10521767/25
1901758,2021-11-28 13:42:38,transaction,"0,020907",KT1PL1YciLdwMbydt21Ax85iZXXyGSrKT2BE,,,,https://tzkt.io/oozSMnMMtGykebwwze9XH6aoDsmdh2CEeuFgMuoyAfRpgeatLkX/10521769/3
1901758,2021-11-28 13:42:38,transaction,,,0,"-0,003122",KT1Xobej4mc6XgEjDoJoHtTKgbD1ELMvcQuL,https://tzkt.io/oozSMnMMtGykebwwze9XH6aoDsmdh2CEeuFgMuoyAfRpgeatLkX/10521770
1901765,2021-11-28 13:46:08,transaction,,,-70,"-0,000413",tz1VPz5qhzTrRTNevHC33ArBTBPV6jHpwjQB,https://tzkt.io/op6WC8yNXjDNcjkXPDPEUG9KvbD8cMCB8omjFJo8RMEfm8NFZhi/10521771
1902926,2021-11-28 23:40:38,transaction,,,0,"-0,004362",KT1WfbRVLuJUEizo6FSTFq5tsi3rsUHLY7vg,https://tzkt.io/oo3MxSp4FEszaNJ2HcRDNtjExUq7Z5nkE8yTsSd7vSnFVDQtr8n/10521773
1902931,2021-11-28 23:43:08,transaction,,,0,"-0,005527",KT1UcYH3CLtKL393rHEEkFphWjZNzeHtLEXB,https://tzkt.io/ooUY2TrkhfLGGVX9cyJnP8EZxoXtK6LKwX5bEbNuZFwVWp57qQc/10521775
1902935,2021-11-28 23:45:08,transaction,,,0,"-0,003928",KT1DMCGGiHT2dgjjXHG7qh1C1maFchrLNphx,https://tzkt.io/ongFeCtZ7SRm3Er55XBgL2hh5em4ZcEWMnBAcNbpS8nyTw2UAiC/10521777
1902942,2021-11-28 23:48:38,transaction,,,0,"-0,001894",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,https://tzkt.io/op41SKU1vZAv7ocPUD1CcdfXNh2c25JbgtXWbD1u7jJHHkfH3FF/10521778
1902942,2021-11-28 23:48:38,transaction,"66,838112",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,,,,https://tzkt.io/op41SKU1vZAv7ocPUD1CcdfXNh2c25JbgtXWbD1u7jJHHkfH3FF/10521778/15
1902949,2021-11-28 23:52:08,transaction,,,0,"-0,003721",KT1DqhpvkfyBySVR4KV8Yu3K3jGSmLy7PTbr,https://tzkt.io/ooiQ8npboFXjcPNTcSmrwx8vVxTpzunGepGPm5NXHjKiXthq1MN/10521779
1902953,2021-11-28 23:54:08,transaction,,,0,"-0,002329",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,https://tzkt.io/oor6mEUUKJz4wchn7PbRVzpb94vvbDAEZnX5T1n3U6zq9jGSNgb/10521781
1902953,2021-11-28 23:54:08,transaction,"77,375625",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,,,,https://tzkt.io/oor6mEUUKJz4wchn7PbRVzpb94vvbDAEZnX5T1n3U6zq9jGSNgb/10521781/5
1902956,2021-11-28 23:55:38,transaction,"70,266674",KT1DuYujxrmgepwSDHtADthhKBje9BosUs1w,,,,https://tzkt.io/onpp78mVzKm4Je4UfxWtJ4kL86Yn5iheJTaE6tfCzi8KRXdxuv4/10521783/5
1902956,2021-11-28 23:55:38,transaction,,,0,"-0,002917",KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,https://tzkt.io/onpp78mVzKm4Je4UfxWtJ4kL86Yn5iheJTaE6tfCzi8KRXdxuv4/10521784
1902957,2021-11-28 23:56:08,transaction,,,0,"-0,002329",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,https://tzkt.io/ooy1UiCjzaysjTcSYQRcWdHBVSrtP5aQvn5eNmFQ2ohawhNZM7M/10521786
1902957,2021-11-28 23:56:08,transaction,"70,241572",KT1K8A8DLUTVuHaDBCZiG6AJdvKJbtH8dqmN,,,,https://tzkt.io/ooy1UiCjzaysjTcSYQRcWdHBVSrtP5aQvn5eNmFQ2ohawhNZM7M/10521786/13
1902969,2021-11-29 00:02:08,transaction,,,-275,"-0,000445",tz1VPz5qhzTrRTNevHC33ArBTBPV6jHpwjQB,https://tzkt.io/oof6qBMBNCVC6ZHNx1FYs7mzjK5RFCKuicF6EBzfbpiXg5rbjk1/10521787
1904589,2021-11-29 15:26:38,transaction,,,-5,"-0,001489",KT1DksKXvCBJN7Mw6frGj6y6F3CbABWZVpj1,https://tzkt.io/ooJ13mt1Fhk7uWWfvz9CD8RjqFnAoCLXLBD4jpYtdWSXvUhHcWM/10521788
1904600,2021-11-29 15:32:08,transaction,,,0,"-0,007503",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooXnUNWGjg1ryinMjapgnDU1Pm77VQ4ZfimzCLBEhHXhBzqAhQE/10521789
1904607,2021-11-29 15:35:38,transaction,,,0,"-0,002003",KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,https://tzkt.io/ooKxWGU9RD716VA6nxN32Y1tqhK6uaDtRh8MJZzwRwsRGAy2wyF/10521791
1904607,2021-11-29 15:35:38,transaction,,,,"-0,01675",KT1VK8vevaKZNh68fonidY4792yLyrf5Ct3u,https://tzkt.io/ooKxWGU9RD716VA6nxN32Y1tqhK6uaDtRh8MJZzwRwsRGAy2wyF/10521791/15
1905448,2021-11-29 22:44:18,transaction,,,0,"-0,001201",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/ooxwB4te3tZkzk3hPSV6J3bbCk79bnHgUpKx5vGmGRLoa6eDMQU/10521792
1905451,2021-11-29 22:45:48,transaction,,,,"-0,003175",KT1SjXiUX63QvdNMcM2m492f7kuf8JxXRLp4,https://tzkt.io/opANbh33aPdyU6FzALNNHUAVbhfNHfCuLDYxyi7rBUw2VC8487V/10521795
1905454,2021-11-29 22:47:18,transaction,,,"-3,9",0,KT1H5b7LxEExkFd2Tng77TfuWbM5aPvHstPr,https://tzkt.io/oopqF1KDHEEWbmi5iVXi4JSmSgjfSL3WcDPxs8MrVzfiaJqmrZV/10521797
1905454,2021-11-29 22:47:18,transaction,,,0,"-0,003175",KT1SjXiUX63QvdNMcM2m492f7kuf8JxXRLp4,https://tzkt.io/oopqF1KDHEEWbmi5iVXi4JSmSgjfSL3WcDPxs8MrVzfiaJqmrZV/10521798
1905658,2021-11-30 00:31:38,transaction,,,0,"-0,002133",KT1TxqZ8QtKvLu3V3JH7Gx58n7Co8pgtpQU5,https://tzkt.io/ooYMqkaBESYd3nVQrzzxrP1LGnxsNQNTHUWR9QBoRoqBm5sWQX9/10521799
1905658,2021-11-30 00:31:38,transaction,"14,234625",KT1TxqZ8QtKvLu3V3JH7Gx58n7Co8pgtpQU5,,,,https://tzkt.io/ooYMqkaBESYd3nVQrzzxrP1LGnxsNQNTHUWR9QBoRoqBm5sWQX9/10521799/35
1905665,2021-11-30 00:35:08,transaction,"14,068312",KT1WBLrLE2vG8SedBqiSJFm4VVAZZBytJYHc,,,,https://tzkt.io/ooBt2Me8j882np7VBSvnASgMqqi3rB8WEt1ZKurTQon8gjnZqV3/10521801/7
1905665,2021-11-30 00:35:08,transaction,,,"-14,068312","-0,003926",KT1DksKXvCBJN7Mw6frGj6y6F3CbABWZVpj1,https://tzkt.io/ooBt2Me8j882np7VBSvnASgMqqi3rB8WEt1ZKurTQon8gjnZqV3/10521802
1905668,2021-11-30 00:36:38,transaction,,,0,"-0,000905",KT1XRPEPXbZK25r3Htzp2o1x7xdMMmfocKNW,https://tzkt.io/ooWRFatXZ2QsBqg4b9paoVtSaxhe823eEpGm9Tz4kaDfJaKWHY5/10521803
1907226,2021-11-30 14:09:38,transaction,,,0,"-0,001197",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/op9wKCMmmAPUCF4SxJ26u6ADB8PSBVJAXM3tm5kLz3iZNaT5wjf/10521804
1907679,2021-11-30 18:09:38,transaction,,,0,"-0,007503",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/opJr41KYazZa3ZXfLMoMcMPygNfCFL7LMVBHosiYRQN8ytGjEeC/10521805
1907682,2021-11-30 18:12:18,transaction,,,0,"-0,019974",KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,https://tzkt.io/opWX2cASiKtHmG15tCsEpBWMv8Hmc9LhWLLT6r1YrGxhJgRQuSt/10521807
1907682,2021-11-30 18:12:18,transaction,,,,"-0,01675",KT1VK8vevaKZNh68fonidY4792yLyrf5Ct3u,https://tzkt.io/opWX2cASiKtHmG15tCsEpBWMv8Hmc9LhWLLT6r1YrGxhJgRQuSt/10521807/30
1907793,2021-11-30 19:10:08,transaction,,,0,"-0,017749",KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,https://tzkt.io/ooZ13ib9geTGPpMtVzdkmrNohke7ZF3T6H7GkZ2UDbFPHtzHcjA/10521808
1907901,2021-11-30 20:09:28,transaction,,,0,"-0,017749",KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,https://tzkt.io/opWntax85MethMSM64iiMXLyknfy1Z1T3oQvQbM6aKvM8z8NtvQ/10521809
1908750,2021-12-01 03:41:44,transaction,"0,012888",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/opDgFASJAqWFabfrQxaLXrYGBBCDACEos1BagQQ6xAX34WKqEnX/1424545
1910126,2021-12-01 15:38:54,transaction,,,0,"-0,002224",KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,https://tzkt.io/oopZcKyDnGYw6jWUh4ZqQZtAQ5pdEEgVfCkUXKnVGV1Ns5ysFdp/10521811
1910126,2021-12-01 15:38:54,transaction,,,,"-0,01675",KT1VK8vevaKZNh68fonidY4792yLyrf5Ct3u,https://tzkt.io/oopZcKyDnGYw6jWUh4ZqQZtAQ5pdEEgVfCkUXKnVGV1Ns5ysFdp/10521811/8
1910132,2021-12-01 15:41:54,transaction,,,0,"-0,007503",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooSpzQpGvMFeTYwW86fjUmnNQrUiHMubQ8RtFd1KZzCFRCrFb4V/10521812
1913050,2021-12-02 16:33:04,transaction,,,0,"-0,007503",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooWaMst7QNDjJUueBqgtRpFXk23Y9vniMzhyLXVSBAszE5y5SYX/10521813
1913054,2021-12-02 16:35:04,transaction,,,"-0,125",0,KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooKAMqJtdraSwQcGRcqpdVC1fK3i6zgUxorZzNgKL5mgHPq44Yw/10521814
1913054,2021-12-02 16:35:04,transaction,,,"-0,125",0,KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooKAMqJtdraSwQcGRcqpdVC1fK3i6zgUxorZzNgKL5mgHPq44Yw/10521815
1913054,2021-12-02 16:35:04,transaction,,,"-0,125","-0,043198",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooKAMqJtdraSwQcGRcqpdVC1fK3i6zgUxorZzNgKL5mgHPq44Yw/10521816
1913057,2021-12-02 16:36:34,transaction,,,-1,"-0,01675",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/opPBwjxhR62abeNQ94jtFhbnoxydC72MENJbGoRApBqCTqnMJsF/10521817
1913057,2021-12-02 16:36:34,transaction,,,-1,"-0,034328",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/opPBwjxhR62abeNQ94jtFhbnoxydC72MENJbGoRApBqCTqnMJsF/10521818
1913060,2021-12-02 16:38:04,transaction,,,"-0,125","-0,01675",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/onyM7aEoNRWVWJVqhaqTs4HFUyk5ekPjHVCqEdpKKbwb2pL86pr/10521819
1913060,2021-12-02 16:38:04,transaction,,,"-0,125",0,KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/onyM7aEoNRWVWJVqhaqTs4HFUyk5ekPjHVCqEdpKKbwb2pL86pr/10521820
1913060,2021-12-02 16:38:04,transaction,,,"-0,125",0,KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/onyM7aEoNRWVWJVqhaqTs4HFUyk5ekPjHVCqEdpKKbwb2pL86pr/10521821
1913060,2021-12-02 16:38:04,transaction,,,"-0,125","-0,035268",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/onyM7aEoNRWVWJVqhaqTs4HFUyk5ekPjHVCqEdpKKbwb2pL86pr/10521822
1913065,2021-12-02 16:40:34,transaction,,,-1,"-0,01675",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/oocKGcdnvsicgumezwmTKvYrPrwpqeUu8AdhDLFaAarDygim9ga/10521823
1913065,2021-12-02 16:40:34,transaction,,,-1,"-0,034328",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/oocKGcdnvsicgumezwmTKvYrPrwpqeUu8AdhDLFaAarDygim9ga/10521824
1914319,2021-12-03 03:23:54,transaction,,,0,"-0,032432",KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,https://tzkt.io/onxhtsir666tstc9Ckvfxegg3gdUiQPiJnYUA1pryghGhVNavHN/10521825
1914319,2021-12-03 03:23:54,origination,,,,"-0,95325",KT1Gsf7pAiDjyCwFWnKjFmryjTTv3ViqvhAu,https://tzkt.io/onxhtsir666tstc9Ckvfxegg3gdUiQPiJnYUA1pryghGhVNavHN/10521825/7
1916495,2021-12-03 22:46:04,transaction,,,-1,"-0,000413",tz1VSUr8wwNhLAzempoch5d6hLRiTh8Cjcjb,https://tzkt.io/oojfoPNrnS1DGrTmD7PfpCEXYXvuVrzP8sDNPCBrZpLATBQVQ8t/10521826
1916502,2021-12-03 22:49:34,transaction,,,-1,"-0,000413",tz1VSUr8wwNhLAzempoch5d6hLRiTh8Cjcjb,https://tzkt.io/op7PtjpyqHQYNqFBpi2ePKvA5jmBsxtjW7A6UupaKWJu6KskZ9S/10521827
1917021,2021-12-04 07:59:04,transaction,"0,001265",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/onq4zyxvhFTMdWfcA2FBNxeDHQL4WPdqHH2oQKf32NTyURXNkSD/1426596
1917774,2021-12-04 18:08:00,transaction,"22,408812",tz1KkPS1TWFyDWfQwrdvmTmsCLUNMegDrrSi,,,,https://tzkt.io/opPn7GmMS3TSvp6fTiYP8Y71wmGSc4BXL8zt6DWeASFybRrARdf/12920797
1917814,2021-12-04 18:30:20,transaction,,,0,"-0,002098",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/oo3zmYjqGnsKuk7LYdxo6ELUCe3jCqiK1psVY1KwJCcHQjkHe4c/10521828
1917817,2021-12-04 18:31:50,transaction,,,0,"-0,001495",KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,https://tzkt.io/opD3Jpkoe48BisBBogCXxyhcV7zZakWN3HYAGGyf6WehfbL1MuV/10521830
1917817,2021-12-04 18:31:50,transaction,,,,"-0,01675",KT1VK8vevaKZNh68fonidY4792yLyrf5Ct3u,https://tzkt.io/opD3Jpkoe48BisBBogCXxyhcV7zZakWN3HYAGGyf6WehfbL1MuV/10521830/11
1920915,2021-12-05 22:32:20,transaction,"24,419913",tz1KkPS1TWFyDWfQwrdvmTmsCLUNMegDrrSi,,,,https://tzkt.io/oni6Sh6pLuAHsQZenavRa4iSCP4zPiTH8zEXRScn8FKtcJ6wYrd/12920801
1921466,2021-12-06 03:33:00,transaction,,,,"-0,002055",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/ooAP7DJiFSt9uMZjCwpN9v6pchMLPpW1MJjb35KJkZVWZBShd49/10521831
1921477,2021-12-06 03:39:40,transaction,,,0,"-0,002055",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/onjRBUkh6rPqBFnxYgYnD9YBDggMmQDbRSatdqLx8bddCSZGamo/10521832
1921489,2021-12-06 03:45:40,transaction,,,-20,"-0,000868",KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,https://tzkt.io/opYtxakWH1DSgB9aW6rWaG6T2F63vbtnJxmyyBb9cpKV3bVYyWL/10521833
1921491,2021-12-06 03:46:40,transaction,,,0,"-0,001495",KT1BJ5udeRJy4JsZ7uwYYeZb6GtCGj2aVzpb,https://tzkt.io/ooKYzrUBLo5GBaGw4XNnhxUNui8cfKf7jh2ZZQLD8ecohtQRJmb/10521835
1921491,2021-12-06 03:46:40,transaction,,,,"-0,01675",KT1VK8vevaKZNh68fonidY4792yLyrf5Ct3u,https://tzkt.io/ooKYzrUBLo5GBaGw4XNnhxUNui8cfKf7jh2ZZQLD8ecohtQRJmb/10521835/7
1921500,2021-12-06 03:51:10,transaction,,,-10,"-0,001616",KT1Evsp2yA19Whm24khvFPcwimK6UaAJu8Zo,https://tzkt.io/ooxH78gczrxQ6Do8sRRRD9gSrWBGYovtGgtCAE3nU2CUEtD96RY/10521836
1921528,2021-12-06 04:05:10,transaction,,,-10,"-0,001038",KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,https://tzkt.io/opVnvoWH9xK8Cr5FgZQUfkZ1ns3uBBKdA8o1cBaAL2siQCbc84N/10521837
1923698,2021-12-06 23:03:20,transaction,,,-15,"-0,000809",KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,https://tzkt.io/ooX8Li2BBA5prJL7pirvEnd3UzqELeq9ywiWX9EYQH1mGtjc77D/10521838
1923700,2021-12-06 23:04:20,transaction,,,0,"-0,00075",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/onhoZD9zjGCTUxLxz38pRdrRzrMxSZ1k3KC1vpHpYhgrwcoEtbb/10521839
1923702,2021-12-06 23:05:20,transaction,,,-2,"-0,000688",KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,https://tzkt.io/oowyWomcTnq7Dz2HpvMUrv68cHQyEdFY1hb712hoq7qqBQSSUFg/10521840
1923708,2021-12-06 23:08:20,transaction,,,0,"-0,002457",KT1MX69KiYtZKNFeKfELyXJrWFhsQGgcuNgh,https://tzkt.io/onvgXLqS8PqsbqhsHJaTdHzRSZpoBtHKfEPFwo92eUmMAxGYbMG/10521841
1923708,2021-12-06 23:08:20,transaction,"28,039057",KT1H5b7LxEExkFd2Tng77TfuWbM5aPvHstPr,,,,https://tzkt.io/onvgXLqS8PqsbqhsHJaTdHzRSZpoBtHKfEPFwo92eUmMAxGYbMG/10521842/10
1923713,2021-12-06 23:10:50,transaction,,,,"-0,01725",KT1DQfEUBsaZo43G3j1CbFF9BiWZXS72DuCh,https://tzkt.io/oo1sjVPS3UScNsydRpAMU1JeC33qqJTueac4uGW47Z2NgEd5T7C/10521846/107
1923713,2021-12-06 23:10:50,transaction,,,0,"-0,003457",KT1LN4LPSqTMS7Sd2CJw4bbDGRkMv2t68Fy9,https://tzkt.io/oo1sjVPS3UScNsydRpAMU1JeC33qqJTueac4uGW47Z2NgEd5T7C/10521848
1923717,2021-12-06 23:12:50,transaction,,,0,"-0,0085",KT1DQfEUBsaZo43G3j1CbFF9BiWZXS72DuCh,https://tzkt.io/opPGL16ZDsEYGKCX1BvgguH7TF9zKcRznYkNvCVLT6se9GTCWSv/10521849
1923717,2021-12-06 23:12:50,transaction,,,0,"-0,029411",KT1MeeKpbSaAP9YDb6B7qBDvEGZq274715s2,https://tzkt.io/opPGL16ZDsEYGKCX1BvgguH7TF9zKcRznYkNvCVLT6se9GTCWSv/10521850
1923724,2021-12-06 23:16:20,transaction,,,0,"-0,0035",KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,https://tzkt.io/onnRt8WyDUDYTSMP78mzgCLDeWSCSP8WkhuicXpxbo7fQrsDjVy/10521852
1923724,2021-12-06 23:16:20,transaction,,,,"-0,017",KT19bFNh8pZCRtTy7Pi9kpEcb2Yd7KWArAik,https://tzkt.io/onnRt8WyDUDYTSMP78mzgCLDeWSCSP8WkhuicXpxbo7fQrsDjVy/10521853/16
1923724,2021-12-06 23:16:20,transaction,,,0,"-0,003898",KT1K9gCRgaLRFKTErYt1wVxA3Frb9FjasjTV,https://tzkt.io/onnRt8WyDUDYTSMP78mzgCLDeWSCSP8WkhuicXpxbo7fQrsDjVy/10521855
1923727,2021-12-06 23:17:50,transaction,"10,092961",KT1Evsp2yA19Whm24khvFPcwimK6UaAJu8Zo,,,,https://tzkt.io/op3hFxF72ZT2G6A8qTX55tqgKtb4WvjzpJQcjsFwUsJHEejnmYo/10521857/23
1923727,2021-12-06 23:17:50,transaction,,,"-10,092961","-0,00272",KT1PQ8TMzGMfViRq4tCMFKD2QF5zwJnY67Xn,https://tzkt.io/op3hFxF72ZT2G6A8qTX55tqgKtb4WvjzpJQcjsFwUsJHEejnmYo/10521858
1923733,2021-12-06 23:20:50,transaction,,,,"-0,017",KT1VLLdUaMfFbJw87b1PaVG1ac6UYM5xzqC5,https://tzkt.io/ooANtuovHj1TFh54GH8Kp5DuYfjB2ANPiy3mBcGfw4N6aeGeMcX/10521861/16
1923733,2021-12-06 23:20:50,transaction,,,0,"-0,003473",KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,https://tzkt.io/ooANtuovHj1TFh54GH8Kp5DuYfjB2ANPiy3mBcGfw4N6aeGeMcX/10521863
1923737,2021-12-06 23:22:50,transaction,,,0,"-0,00925",KT1VLLdUaMfFbJw87b1PaVG1ac6UYM5xzqC5,https://tzkt.io/oo2UuuJ2arJkFsEB9p6i7indQHmSqojR6v4RoQgQ8TWfPQZjRRB/10521864
1923737,2021-12-06 23:22:50,transaction,,,0,"-0,028418",KT1ELuj8v8nB3Me7dEyjoxkNtjr6ywWXFWYK,https://tzkt.io/oo2UuuJ2arJkFsEB9p6i7indQHmSqojR6v4RoQgQ8TWfPQZjRRB/10521865
1923739,2021-12-06 23:23:50,transaction,,,0,"-0,00925",KT19bFNh8pZCRtTy7Pi9kpEcb2Yd7KWArAik,https://tzkt.io/opZSb5dxW99affPVTjnYgVH3KGKhpUUsHzh7icgMkkW9adwN7AC/10521866
1923739,2021-12-06 23:23:50,transaction,,,0,"-0,032554",KT1L8N5RZg4CM2VSnuC8t1CGLiQpzVoN6P1u,https://tzkt.io/opZSb5dxW99affPVTjnYgVH3KGKhpUUsHzh7icgMkkW9adwN7AC/10521867
1925851,2021-12-07 18:01:50,transaction,"0,001262",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/op13MWsHXSZSHG84Q7Pdc4NbqsV1zzHvpiYwRsPoyaQtePabnxe/1428955
1926727,2021-12-08 01:34:00,transaction,,,0,"-0,003576",KT1ELuj8v8nB3Me7dEyjoxkNtjr6ywWXFWYK,https://tzkt.io/onuCewSp36fXzJn1kJQ8wpKWNNRCn8bzRVjwScJrDUvgqoKu4kG/10521870
1926736,2021-12-08 01:38:30,transaction,,,0,"-0,002098",KT1WGDVRnff4rmGzJUbdCRAJBmYt12BrPzdD,https://tzkt.io/opGDBnVxbeuwSUvp4QAYUwJoMFXeBcXmK8VUnvaKUezrj7EXMe9/10521871
1926958,2021-12-08 03:30:40,transaction,,,0,"-0,001495",KT1F1mn2jbqQCJcsNgYKVAQjvenecNMY2oPK,https://tzkt.io/opFueVJh2JHDGaTz38Zx8NmyqZj4A7fFtG9os8WLxudrgMQ6BQG/10521872
1926958,2021-12-08 03:30:40,transaction,,,,"-0,01675",KT1VK8vevaKZNh68fonidY4792yLyrf5Ct3u,https://tzkt.io/opFueVJh2JHDGaTz38Zx8NmyqZj4A7fFtG9os8WLxudrgMQ6BQG/10521873/7
1926965,2021-12-08 03:34:10,transaction,,,-20,"-0,000809",KT1KV6289KYeYVqQk4E9iNx842FhPuEkkBxv,https://tzkt.io/ooR9duKmGAXAFysxtknmjKpazS5jY2NNADk9hf23CHity3L6E4G/10521874
1926967,2021-12-08 03:35:10,transaction,,,0,"-0,001522",KT1GWnsoFZVHGh7roXEER3qeCcgJgrXT3de2,https://tzkt.io/oo8BBvxJnsp3FPNzwCsYiSQUQPjvpkFYEcsSi9kPULs7SJCXBWt/10521875
1926978,2021-12-08 03:40:40,transaction,,,,"-0,01775",KT1XWRUcvtcgpsETcasdUnNkq9rJeWmz8ihD,https://tzkt.io/ooSCjEkoNjLh3XY18rdy9UMDttpArZturGfeosJr6yFyMP2qywM/10521878/6
1926978,2021-12-08 03:40:40,transaction,,,0,"-0,003489",KT18fp5rcTW7mbWDmzFwjLDUhs5MeJmagDSZ,https://tzkt.io/ooSCjEkoNjLh3XY18rdy9UMDttpArZturGfeosJr6yFyMP2qywM/10521880
1926983,2021-12-08 03:43:10,transaction,,,0,"-0,0085",KT1XWRUcvtcgpsETcasdUnNkq9rJeWmz8ihD,https://tzkt.io/opACW4Ce29VbNgeSFL93YCM28f8PbfM8E3vH7TZxrBME8Fmc2MQ/10521881
1926983,2021-12-08 03:43:10,transaction,,,0,"-0,031548",KT1VmvPo8bLYh1xVC9TpzwWtrczjzEMS2mEk,https://tzkt.io/opACW4Ce29VbNgeSFL93YCM28f8PbfM8E3vH7TZxrBME8Fmc2MQ/10521882
1931177,2021-12-09 16:22:50,transaction,,,0,"-0,005347",KT1VmvPo8bLYh1xVC9TpzwWtrczjzEMS2mEk,https://tzkt.io/opEuWDLvz2MAigUH8WR4aSqnM9hRdmuZ51A2vp3hQvFbWARmJR1/10521886
1933328,2021-12-10 11:40:56,transaction,"0,000313",tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,,,,https://tzkt.io/opUw6cTioJZiSHF7v8WK5UVt2Z8MPXAD6SJ3Jy62xRF8GqK3Usu/1431153
1936417,2021-12-11 14:18:06,transaction,,,0,"-0,005347",KT1VmvPo8bLYh1xVC9TpzwWtrczjzEMS2mEk,https://tzkt.io/oo3ZTqpA9STpn5MfXua85BTppNEqcSMSL76L4FaJvVzYRWpoYLt/10521890
